ticker,quarter,date,positive,negative,neutral,sentiment_score,sector,q,risk_count,positive_count,risk_ratio
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
GOOGL,2020-Q4,"Feb 2, 2021, 5:00 p.m. ET",0.16166003048419952,0.011462821625173092,0.8268771767616272,0.15019720885902643,Tech,2020-Q4,19,75,0.2
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
DIS,2020-Q3,"Aug 04, 2020, 4:30 p.m. ET",0.028005406260490417,0.08130818605422974,0.8906863927841187,-0.05330277979373932,Media,2020-Q3,32,44,0.4155844155844156
